classificacao|comentario
negativo|Em resposta a @cres_rap Eu num sei se foi a da febre amarela ou uma das outras duas que tomei no mesmo dia, mas eu fui parar no hospital
negativo|e a minha eterna duvida: estou com corona ou é só rinite? Citar Tweet Bichinhos fofinhos pra quem ta cansado de política · 19 h Rinite é foda 568,4 mil visualizações 0:00 / 0:
negativo|Meu ar deve ta com corona só podeeeeee, mano ele ta fazendo uns barulho estranho parecendo que ta com falta de ar scrr
negativo|provavelmente ninguém se importa mas eu to no hospital não sei se é sério mas eu tava sentindo falta de ar e sentindo mta dor no peito os médicos disseram que podia ser meu coração por conta do tamanho do meu amor pelo matheus
negativo|não indico subir/descer escadas correndo de máscara a falta de ar q da é imensa
negativo|SERASSE eu estou com covid-19 ou é apenas um mal estar
negativo|Em resposta a @woyifane e @ultkadimate Corona não afeta o nariz. É tosse seca sem catarro. E dor de garganta
negativo|nao poso pega 2 metro de vento q ja fico com dor de garganta vsf
negativo|"Acordei com uma falta de ar leve e já pensei ""fudeu, to pegado..."""
negativo|O teste foi absurdo de caro mas a chance de tá com Covid, ter colocado toda minha família em risco foi a pior sensação, hoje a noite o resultado saiu e felizmente eu não estou infectada foi só mais uma gripe agravada pelas outras situações
negativo|ok, dono da razão. Eu estava desinformado, mas agora estou surtando com notícia boa.. se loko, Espero muito q dé tudo certo, e outra. VAI TOMAR NO CU CORONA Citar Tweet Felipe Neto @felipeneto · 10 h Se você não está surtando pelo menos um pouco nesse momento, ou você precisa começar a se informar, ou eu questiono seriamente seu caráter.
negativo|eu estou com tanto mais tanto ódio que meu peito chega está doendo e tá me dando falta de ar
negativo|Em resposta a @whindersson Minha cidade completou 15 pessoas confirmadas com Covid-19 e hoje saiu a notícia que houve uma morte. Estou em pânico!
negativo|Essa máscara da uma falta de ar do krl kkkkkkkk pqp
negativo|provavelmente ninguém se importa mas eu tô no hospital, não sei se é sério mas eu tava sentindo falta de ar e sentindo muita dor no peito, os médicos disseram que podia ser meu coração por conta do tamanho do meu amor por claire cottril.
negativo|provavelmente ninguém se importa mas eu tô no hospital não sei se é sério mas eu tava sentindo falta de ar e estou com muita dor no peito os médicos disseram que podia ser meu coração por conta do tamanho do meu amor pelo thiago e pela liz e segundo eles não tem cura...
negativo|as vezes eu acho q to com febre mas na vdd eh a tá frio mesmo
negativo|Sou alérgica! Tenho Rinite e Sinusite! Então: Eu tenho Tosse, eu espirro, eu tenho coriza, meu nariz é sempre entupido, eu tenho falta de ar, eu me sinto cansada, eu fico estressada, eu fico sem sentir cheiro das coisas, eu sinto dor de cabeça! Mas não estou com corona vírus!
negativo|Pq toda vez que eu vejo isso me dá um aperto no peito e uma falta de ar? Pq tem que doer?
negativo|Se eu ver alguém com falta de ar, eu fico juntinho da agonia. Do nada eu tô respirando igual
negativo|Conheça agora o início da trajetória e da cruzada sanitarista do homem que viria a curar um Brasil enfermo, erradicando a febre amarela, a peste bubônica e a varíola. O INÍCIO DA CRUZADA DE OSWALDO CRUZ - EDUARDO BUENO Oswaldo Cruz foi o médico e monstro. Monstro sagrado da ciência! Médico autoritário, capaz de agir como um autêntico ditador! Conheça agora o início da traje... youtube.com
negativo|Eu tava no supermercado com a minha mãe lá de boas e do nada comecei a ficar com falta de ar, eu não sabia se era a mascara me incomodando, se era crise de ansiedade ou se era coronavírus, mas foi muito assustador
negativo|Ontem tomei a vacina que me derrubou, me deu uma febre do caralho
negativo|quem que vai pro cinema com febre??
negativo|Não posso ouvir a palavra ¨respirador¨que já me dá falta de ar
negativo|tem depressão? sorria! tem anorexia? coma! tá com falta de ar? respire! tem ansiedade? acalme! está com coronavírus? tome remédio! é surdo? ouça! é gorda? pare de comer! é assexual? transe! é cego? enxergue é gay? se cure  a vida é muito simples, você que complica!
negativo|6. Caso apresente algum sintoma, vá ao posto de saúde do seu bairro, apresentando cartão do sus. Sintomas: -Tosse -Febre -Coriza -Dor de garganta -Dificuldade para respirar
negativo|Se 3/4 dessa manada se contaminar c febre aftosa eu já me dou por satisfeito.
negativo|tem depressão? sorria! ta com falta de ar? respire! tem ansiedade? acalme! é surdo? ouça! é gay? se cure! é aleijado? ande!
negativo|odeio quando minha rinite ataca, odeio ter rinite, odeio ter sinusite, odeio ter falta de ar
negativo|ai que ignorância podre alguém tosse na cara dela
negativo|PEGUEI COVID-16. ESCAPEI POR POUCO
negativo|falta de ar e insônia eu não desejo pra ninguém
negativo|estou com frio porque tá frio ou porque estou com febre?todo dia a mesma paranoia
negativo|Eu na quarentena: (Não estou com covid-19) em São Paulo, Brazil
negativo|Estava comentando c as meninas no grupo sobre o fato que já era p ter uma vacina contrar o corona vírus mano eles estão demorando p descobrir hein pqp, sarampo/febre amarela/ dengue foram rapidinho
negativo|Tanta saudade de ir para a igreja
negativo|Será q estou com COVID-19? O Min. da Saúde alerta pra q acaso você sinta falta de ar procure um hospital. Toda vez que olho suas fotos eu sinto essa tal falta de ar, ela vem junto com umas borboletas no estômago e uma febre adolescente. Acho que estou doente, mas talvez seja amor
negativo|é deliciosa a sensação de se sentir febril sem ta com febre pq não sabe se tem algo acontecendo ou tu so é doida
negativo|Ser uma jovem que se alimenta mal e sentir falta de ar em 2020 é não saber se é veias entupidas, covid ou ansiedade Sinceramente não sei qual o pior só queria q os ET viessem logo
negativo|a mãe assistindo série e vendo os jovens dando um tecão no pó: 'por isso teu nariz tá assim né' (tô com coriza) MANO???? KKKKKK fiquei em shoock... felizmente sou de weeds
negativo|Vou morrer usando essa máscara uma falta de ar da prr
negativo|Em resposta a @colombarasep @1914alviverde e 2 outros Febre me pegou, tentei escapar não consegui. Menino no meio foi ótimo, Patrick melhor. Veron só não tem poder de decisão, que é exatamente o que falta pro time, então pra mim é 60 a 40. Os outros não foram testados.
negativo|É impressionante como agora uma simples tosse já te deixa com o cú na mão
negativo|Vocês conseguem usar máscara de boa?? Eu por ter claustrofobia passo mal demaaaais, tenho que escolher entre morrer por falta de ar ou de corona
negativo|Hoje eu estou absolutamente infectada com o presidente do meu país, pois o mesmo disse que COVID-19 é apenas uma 'gripinha' e que todos podem sair do confinamento. 'SENHOR PRESIDENTE ESSE PAÍS ESTÁ DOENTE' E O NOME DESSA DOENÇA É JAIR BOLSONARO.
negativo|Em resposta a @heartdan Sendo assim não são todos os clientes que terão sua imunidade reduzida. Além do processo de cicatrização mais intenso acontecer apenas nos primeiros dois dias, quando pode dar febre ou a pele está mais inflamada.. mas entendi seu ponto
negativo|febre e o corpo doendo, certeza q a vacina q tomei ontem tem haver com isso
negativo|Achei que eu tava com febre, mas era só calor mesmo.
negativo|Tem falta de ar que não é covid viu
negativo|acho que é a primeira vez que falo sobre como eu não estou com medo do corona, mas que respeito muito a quarentena mas não sei explicar se isso mostra que eu tenho medo, mesmo eu dizendo que só tenho
negativo|Dor de garganta: a Minha cabeça: 'friage' ou coronga???? Citar Tweet Cadelinha da Annalise Keating @higorduxo · 58 min um espirro: a minha cabeça: sinusite ou corona???
negativo|gente hoje tá MUITO quente né? o medo da febre é real
negativo|Eu sou totalmente somática pqp na segunda passada eu não falei algo na terapia por medo e vergonha, e bum veio uma dor de garganta. Ela passou incrivelmente ontem q tive terapia
negativo|dormi bem essa noite porém acordei com um pouquinho de falta de ar mas vai passar se deus quiser
negativo|Em resposta a @EngenheiroRand e @EduardoLeite_ @EduardoLeite_ votei no senhor, mas não cometerei o mesmo erro outra vez! Estou decepcionada com suas atitudes frente ao enfrentamento da 'pandemia' que foi politizada!DrAnthony Wong, Dr Osmar Terra, Dr Lair Ribeiro...entre outos apresentam fatos sobre o Covid 19 e não achismos!
negativo|Dia 2 sem Instagram: mão tremendo e falta de ar, sigo com os relatos
negativo|Começa a bater uma tosse do nada Eu :
negativo|Em resposta a @Thiaguinho_sale 2 semanas de carnaval, vai matar mais q o covid... “sangue de tosse saudável “ kkkkkkkkkkkk
negativo|Toda vez que me deito para ir dormir ou ler, sinto essa estranha falta de ar. Deve ser o medo de pegar esse vírus; ou só devo estar preocupado com minha mãe.
negativo|Fui inventar de ficar correndo com meu sobrinho e agr tô aq morrendo de falta de ar kakakakakakaka
negativo|cada dia q passa fico mais saturada DE TUDO E DE TODOS, acho q muitas pessoas estão assim mas eu estou além de saturada, estou cansada, com medo, frustada, desesperada e lutando para não contrair a mzr do covid19 PQ EU MORO COM PESSOAS Q EU AMO... só q para mts estou surtando!
negativo|Estava lá no Léo com o pessoal, mas to com muita dor de garganta voltei
negativo|Em resposta a @moreiralicce ai, garota, isso é hora de brincar? nos estamos todos preocupados de verdade com a sua falta de ar e dificuldade de respirar, ainda mais nesssa epoca de covid19 a vontade de **** pode matar
negativo|Hoje eu sonhei que nós matávamos os humanos por causa do COVID-19 igual eles nos matam por causa da febre amarela.
negativo|Sabe o que me dá falta de ar? Olhar pra cara do Bolsonaro.
negativo|Genteeeee tenho psicológico pra et não, já tô ate sentindo falta de ar pqp
negativo|sim muito, eu vomito, fico com dor de cabeça, dor de barriga, já tive ate febre por causa do meu emocional. Citar Tweet 𝑳𝒊𝒔; ⁷ ⟭⟬ @jjkflower_ · 2 h o emocional de vcs interfere na saúde de vcs? pq o meu sim e isso é uma merda
negativo|Ser ansiosa e viver no Brasil em tempo de pandemia é muito complexo. Não sei se estou com ansiedade, dengue ou corona. Aí lembro que tbm pode ser Zika ou Chikungunya.
negativo|toda vez que vou na rua chego em casa achando que estou com corona
negativo|tem um xarope pra tosse no mercado da empurroterapia que é tiro e queda, a tosse passa simplesmente porque seus batimentos cardíacos desaparecem meia hora após o consumo
negativo|tradução: ramen bate diferente quando você tem dor de garganta ... não corona * Citar Tweet Mads Lewis @mads_lewis · 10 h ramen hits different when you have a sore throat … not corona*
negativo|É horrível quando eu tenho um desentendimento com alguém, porque eu fico remoendo, fico pensando naquilo, chego a ficar sufocada com falta de ar só de pensar que eu possa ter magoado alguém de alguma forma
negativo|Em resposta a @LOUDgg Amigo me ajuda por favor compra comida para minhas crianças e suplementos para minha mãe ela se alimenta por sonda teve câncer estamos passando por dificuldade preciso compra um aspirador de traquiostomia para aspira o pulmão ela só tem um pulmão tem muita falta de ar um rt aqui
negativo|O @SBTonline e seu amadorismo em colocar reprise de jornal no ar! Se ainda fosse ao vivo, mesmo com o péssimo apresentador e a falta de estrutura, ainda daria um desconto. Mas reprise do que aconteceu na manhã? Me poupe. Se poupe. Nos poupe. #PrimeiroImpacto
negativo|O corona vírus nunca me assustou eu já peguei coisa pior e chamei de amor
negativo|Dei uma passada ali no Twitter de Damasio para dar sonrisas
negativo|Em resposta a @maridands e @tamirisbelo_ Mas tb não tenho mais dor de garganta. Tirei no ensino médio e, desde então, conto nos dedos as vezes que tive dor de garganta. E nunca foram dores de garganta fortes. Então valeu a pena
negativo|Não sei se estou vivendo ou tendo crises de ansiedade. Hoje quando vi QUINZE PESSOAS (+ nós que moramos aqui) dentro da minha casa que vieram sem a menor noção de nada por conta do aniversário da minha vó, me deu uma crise parecia q ia morrer de tanta falta de ar.
negativo|O mero GIF dessa cena já me dá um nó na garganta um suor no olho uma dor de cabeça um teto preto Citar Tweet Lucas Oliveira @Lucasfelira · 5 h Já que tá nos trendings vamos falar de Interestelar que é um filme perfeito que recomendo à todos <3 GIF
negativo|Eu fico morrendo de sono mas a ansiedade n deixa dormir mano, fico achando q to com falta de ar
negativo|Hoje não vou conseguir dormir em paz por causa dessa febre do Apollo cara
negativo|Eu fechei todas as abas e to olhando fixamente pra tela do pc tendo ataques cardiacos seguidos de falta de ar e morte
negativo|Se conhecerem alguém que está sem convênio e tiver com algum sintoma da COVID-19 (tosse, febre, falta de ar, dor de garganta), orientem para entrar na plataforma do Missão Covid - http://missaocovid.com.br .
negativo|Com o tempo você vai aprendendo a identificar os sinais da crise, as oscilações de humor bruscas, a sensação que vai desmaiar a qualquer momento, a falta de ar, o tremor... São pequenas mortes. Não romantizem a ansiedade e não faça pouco caso de um ansioso.
negativo|provavelmente ninguém se importa mas eu estou no hospital não sei se é sério mas eu tava sentindo falta de ar e sentindo mto dor no peito os médicos disseram que podia ser meu coração por conta do tamanho da saudade que tô dos meus amigs
